"Numero de trabajo","Oficina","Descripcion","Fecha","Tiempo de mantenimiento","Numero orden pago","Pagado en caja","Pagado con traspaso de cuenta","Equipos propios"
"5082","Informaciones","Hardware","4/18/2022","1","1265","","50",""
"5083","Carrera Ingenieria Civil","Hardware","4/19/2022","1","1266","","50",""
"5084","Carrera Ingenieria Civil","Hardware","4/19/2022","1","1267","","50",""
"5085","Externo","Software","4/19/2022","1","1268","10","",""
"5086","Carrera Ingenieria Civil","Hardware","4/19/2022","1","1267","","50",""
"5087","Laboratorio de Chagas","Hardware","4/20/2022","1","1270","","120",""
"5088","Externo","Software","4/21/2022","1","1271","10","",""
"5089","Externo","Software","4/21/2022","1","1273","10","",""
"5090","Carrera Industrial","Software","4/21/2022","1","1274","","50",""
"5091","Externo","Software","4/22/2022","1","1275","10","",""
"5092","Centro de Biotecnologia","Hardware","4/22/2022","3","1278","","110",""
"5093","Externo","Software","4/25/2022","2","1276","10","",""
"5094","Externo","Software","4/25/2022","1","1277","10","",""
"5095","Externo","Hardware","4/27/2022","2","1290","120","",""
"5096","Biodiversidad y Genetica","Hardware","4/27/2022","1","1279","","60",""
"5097","Externo","Software","4/29/2022","1","1280","25","",""
"5101","Bienes e inventarios","Hardware","4/29/2022","1","1286","","110",""
"5098","Externo","Hardware","5/3/2022","1","1290","120","",""
"5099","Externo","Software","5/4/2022","1","1283","10","",""
"5100","Externo","Software","5/5/2022","3","1285","10","",""
"5102","Externo","Software","5/6/2022","1","1287","10","",""
"5103","Externo","Software","5/6/2022","1","1300","10","",""
"5104","Externo","Hardware","5/6/2022","3","1289","70","",""
"5105","Externo","Software","5/6/2022","1","1291","50","",""
"5106","Departamento de Química","Hardware","5/9/2022","1","1293","","50",""
"5107","Externo","Software","5/9/2022","1","1292","10","",""
"5108","Externo","Hardware","5/9/2022","2","1294","50","",""
"5109","Externo","Hardware","5/9/2022","1","1295","15","",""
"5110","Secretaria Administrativa","Hardware","5/10/2022","1","1296","","15",""
"5111","Departamento de Física","Hardware","5/10/2022","1","1609","","80",""
"5112","Externo","Software","5/6/2022","1","1298","40","",""
"5113","Externo","Software","5/12/2022","1","1601","10","",""
"5114","Centro de Alimentos","Hardware","5/11/2022","1","1602","","50",""
"5115","Centro de Alimentos","Hardware","5/11/2022","1","1603","","50",""
"5116","Centro de Alimentos","Hardware","5/12/2022","1","1604","","30",""
"5117","Administración de Laboratorios","Hardware","5/13/2022","2","S/N","","","50"
"5118","Centro de Alimentos","Software","5/13/2022","1","1606","","20",""
"5119","Centro de Alimentos","Software","5/13/2022","1","1605","","20",""
"5120","Externo","Software","5/16/2022","1","1607","10","",""
"5121","Centro de Alimentos","Hardware","5/16/2022","1","1608","","50",""
"5122","Carrera Ingeniería Civil","Software","5/18/2022","1","1610","","50",""
"5123","Externo","Software","5/18/2022","1","1611","10","",""
"5124","Externo","Software","5/18/2022","1","1612","10","",""
"5125","Externo","Hardware","5/19/2022","1","1613","50","",""
"5126","Externo","Software","5/19/2022","1","1614","15","",""
"5127","Externo","Software","5/19/2022","1","1614","10","",""
"5128","Laboratorio de Computo","Hardware","5/19/2022","1","S/N","","","30"
"5129","Externo","Software","5/30/2022","1","1615","10","",""
"5130","Externo","Software","6/1/2022","2","1616","40","",""
"5131","Externo","Software","6/2/2022","1","1617","50","",""
"5132","Externo","Hardware","6/3/2022","1","1618","100","",""
"5133","Externo","Hardware","6/6/2022","1","1619","15","",""
"5134","Externo","Hardware","6/7/2022","1","1620","40","",""
"5135","Departamento de Química","Hardware","6/8/2022","3","1621","","100",""
"5136","Externo","Software","6/9/2022","1","1622","10","",""
"5137","Externo","Hardware","6/9/2022","1","1623","90","",""
"5138","Externo","Hardware","6/13/2022","3","1624","20","",""
"5139","Kardex","Hardware","6/14/2022","1","1625","","50",""
"5140","Externo","Software","6/15/2022","1","1626","10","",""
"5141","Externo","Software","6/14/2022","1","1627","35","",""
"5142","Externo","Hardware","6/17/2022","2","1628","70","",""
"5143","Centro de Biotecnología","Software","6/23/2022","1","1631","50","",""
"5144","PDTF","Hardware","6/23/2022","3","1633","","100",""
"5145","Departamento Informática Sistemas","Hardware","6/26/2022","1","S/N","","","30"
"5146","Externo","Software","6/17/2022","1","1632","15","",""
"5148","Externo","Software","6/29/2022","1","1637","20","",""
"5149","Externo","Hardware","6/29/2022","3","1635","50","",""
"5150","Departamento de Química","Hardware","7/1/2022","1","1639","","50",""
"5151","Centro de Alimentos","Hardware","7/5/2022","1","1638","","40",""
"5152","Agroquímico CTA","Hardware","7/6/2022","1","1640","","100",""
"5153","Centro de Alimentos","Hardware","7/7/2022","2","1641","","20",""
"5154","Externo","Hardware","7/5/2022","1","1643","70","",""
"5155","Externo","Hardware","7/11/2022","1","1642","10","",""
"5156","Agroquímico CTA","Hardware","7/13/2022","1","1644","","50",""
"5157","Externo","Software","7/13/2022","1","1646","30","",""
"5158","Externo","Software","7/15/2022","3","1647","60","",""
"5159","Departamento Informática Sistemas","Hardware","7/20/2022","1","S/N","","","30"
"5160","Departamento Informática Sistemas","Hardware","7/22/2022","1","S/N","","","25"
"5161","Instituto de Investigación","Hardware","7/27/2022","1","1648","","30",""
"5163","Externo","Hardware","8/3/2022","1","1650","30","",""
"5164","Externo","Hardware","8/2/2022","1","2601","110","",""
"5165","Externo","Hardware","8/15/2022","1","2602","70","",""
"5166","Caja Facultativa","Hardware","8/22/2022","1","2604","","35",""
"5167","Caja Facultativa","Hardware","8/22/2022","1","2604","","35",""
